CMTE_ID,CAND_NAME,CAND_PTY_AFFILIATION,CMTE_NM,CMTE_PTY_AFFILIATION,NAME,CITY,STATE,ZIP_CODE,TRANSACTION_AMT,TRANSACTION_DT,PURPOSE,CATEGORY_DESC,ENTITY_TP
C00333427,"WALDEN, GREGORY P MR.",REP,WALDEN FOR CONGRESS,REP,AMAZON.COM,SEATTLE,WA,98144,18.45,2015-03-26,MEETING EXPENSE,Administrative/Salary/Overhead Expenses,ORG
C00195065,"BARTON, JOE LINUS",REP,THE CONGRESSMAN JOE BARTON COMMITTEE,REP,CODY PARTNERS,ENNIS,TX,75119,3000,2015-05-12,OFFICE RENT,Administrative/Salary/Overhead Expenses,ORG
C00472241,"FLORES, BILL",REP,BILL FLORES FOR CONGRESS,REP,VONAGE,HOLMDEL,NJ,077332136,46.63,2015-05-29,TELEPHONE SERVICE,,ORG
C00506832,"VEASEY, MARC ALLISON MR.",DEM,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,DEM,VERIZON WIRELESS,DALLAS,TX,752660108,157.3,2015-05-01,SERVICES FOR CELLULAR TELEPHONE,,ORG
C00501643,"ROUZER, DAVID CHESTON MR.",REP,DAVID ROUZER FOR CONGRESS,REP,"ARISTOTLE INTERNATIONAL, INC",WASHINGTON,DC,200031164,600,2015-05-22,SOFTWARE,Administrative/Salary/Overhead Expenses,ORG
C00540500,"BOOKER, CORY A",DEM,CORY BOOKER FOR SENATE,DEM,ANDAZ WEST HOLLYWOOD HOTEL,WEST HOLLYWOOD,CA,900691909,1227.84,2015-04-17,TRAVEL,,
C00003418,,,REPUBLICAN NATIONAL COMMITTEE,REP,"SANDERS, GERI B",WASHINGTON,DC,20003,1727.13,2015-06-15,PAYROLL,,IND
C00025254,,,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,DFL,MINNESOTA OFFICE OF SECRETARY OF STATE,SAINT PAUL,MN,551550001,1500,2015-06-17,GENERIC VOTER FILE UPDATES,,ORG
C00577981,"HUCKABEE, MIKE",REP,"HUCKABEE FOR PRESIDENT, INC.",REP,SOUTHWEST AIRLINES,DALLAS,TX,75235,1073,2015-05-19,TRAVEL,,ORG
C00005561,,,DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA,DEM,DUVAL COUNTY SUPERVISOR OF ELECTIONS,JACKSONVILLE,FL,322023213,50,2015-01-29,VOTER FILE,,ORG
C00571919,"HARRIS, KAMALA D",DEM,KAMALA HARRIS FOR SENATE,DEM,WOODSBORO BANK,WOODSBORO,MD,217988816,5,2015-06-11,BANK FEES,Administrative/Salary/Overhead Expenses,
C00461046,"TOOMEY, PATRICK JOSEPH",REP,FRIENDS OF PAT TOOMEY,REP,COLD SPARK MEDIA,MECHANICSBURG,PA,170555686,38744.92,2015-04-14,MEDIA BUY/CONSULTING/TRAVEL,,
C00399196,,,BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PAC (BRIDGE PAC),,MENUS,WASHINGTON,CA,20017,803.04,2015-06-30,CATERING,,ORG
C00224717,,,PHILIP A. HART DEMOCRATIC CLUB,DEM,"MACKAY, CAROLE",STERLING HEIGHTS,MI,48310,100,2015-01-13,BINGO PRIZE,,IND
C00003418,,,REPUBLICAN NATIONAL COMMITTEE,REP,"HERRERA, MARIANA",WASHINGTON,DC,20003,143.64,2015-01-28,TRAVEL EXPENSES,,IND
C00543892,"LOUDERMILK, BARRY",REP,LOUDERMILK FOR CONGRESS,REP,"DELTA AIR LINES, INC.",ATLANTA,GA,303541989,50,2015-03-27,TRAVEL EXPENSE,,ORG
C00250399,,,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,,"XO COMMUNICATIONS SERVICES, INC",CHICAGO,IL,606930142,572.57,2015-01-15,MONTHLY PHONE SERVICE,,ORG
C00366948,"LYNCH, STEPHEN",DEM,STEPHEN LYNCH FOR CONGRESS,DEM,PAYCHEX,CHICAGO,IL,606960001,686.23,2015-06-26,PAYROLL TAX EXPENSE,,ORG
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,UNITED STATES POSTAL SERVICES,NEW YORK,NY,100017800,2001.05,2015-05-05,POSTAGE,,ORG
C00369033,"CORNYN, JOHN",REP,TEXANS FOR SENATOR JOHN CORNYN INC,REP,AT&T,AUSTIN,TX,787035311,76.77,2015-03-12,PHONE SERVICE,,
C00290825,"NADLER, JERROLD L. MR.",DEM,NADLER FOR CONGRESS,DEM,"DAVID L. ANDRUKITIS, INC.",WASHINGTON,DC,200032620,360.61,2015-04-21,PRINTING,Solicitation and Fundraising Expenses,ORG
C00321943,,,DEMOCRATIC PARTY OF ORANGE COUNTY FED PAC,DEM,BANKCARD CENTER,SALT LAKE CITY,UT,841300833,219.39,2015-06-30,VISA BILL,Administrative/Salary/Overhead Expenses,ORG
C00003418,,,REPUBLICAN NATIONAL COMMITTEE,REP,AMERICAN CONSERVATIVE UNION,WASHINGTON,DC,20005,25000,2015-03-31,REGISTRATION FEE,,ORG
C00309567,,,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM,TOWER VALET PARKING,SAN FRANCISCO,CA,94105,302.15,2014-12-01,PARKING (SEE AMERICAN EXPRESS),,ORG
C00003418,,,REPUBLICAN NATIONAL COMMITTEE,REP,"OWENS, ROBERT G",WASHINGTON,DC,20003,112,2015-02-18,PHONE SERVICES,,IND
C00393348,"MARCHANT, KENNY E MR.",REP,KENNY MARCHANT FOR CONGRESS,REP,TRAVELOCITY,DALLAS,TX,,492.98,2015-04-06,TRAVEL EXPENSE,Travel Expenses,ORG
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,AMERICAN EXPRESS,NEWARK,NJ,071011270,9,2015-05-01,PROCESSING FEE,,ORG
C00040857,,,OAKLAND COUNTY DEMOCRATIC PARTY,DEM,"KEARY, CAROLE",MADISON HEIGHTS,MI,480712272,1000,2015-04-27,VOUCHER PRIZE PAYOUTS,,IND
C00473827,"LEE, MIKE",REP,FRIENDS OF MIKE LEE INC,REP,PIZZERIA LIMONE,COTTONWOOD HEIGHTS,UT,84047,23.3,2015-06-16,FOOD/BEVERAGE,,
C00390674,,,FREEDOM FUND,,MILEAGE EXPENSES,BOISE,ID,83702,174.42,2015-06-23,PAC MILEAGE REIMBURSEMENT,Administrative/Salary/Overhead Expenses,ORG
C00362384,,,"JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)",,PAYCHEX,FAIRFAX,VA,22031,70.4,2015-03-31,PAYROLL SERVICES,,ORG
C00325076,,,CAMPAIGN FOR WORKING FAMILIES,,"VIRAG, DEAN",CULPEPER,VA,22701,500,2015-05-05,WEBSITE SUPPORT,,IND
C00493072,,,DAKOTA PAC,,ND REPUBLICAN PARTY,BISMARCK,ND,58501,116,2015-05-11,RENT,,PTY
C00066472,,,PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (PCIPAC),,BANK OF AMERICA,CHICAGO,IL,60603,62,2015-05-04,BOA CC FEES 05-04-2015,Administrative/Salary/Overhead Expenses,ORG
C00258855,"SHIMKUS, JOHN M",REP,VOLUNTEERS FOR SHIMKUS,REP,FEDERAL EXPRESS,MEMPHIS,TN,381011140,20.83,2015-01-01,DELIVERY CHARGES,Solicitation and Fundraising Expenses,ORG
C00358952,"ISRAEL, STEVE J.",DEM,STEVE ISRAEL FOR CONGRESS COMMITTEE,DEM,TOSHIBA FINANCIAL SERVICES,PITTSBURGH,PA,15264,115.35,2015-04-17,RECYCLING SERVICES,,ORG
C00573519,"CARSON, BENJAMIN S SR MD",REP,CARSON AMERICA,REP,COOLHEAD INC.,AUSTIN,TX,78701,345,2015-06-04,EQUIPMENT PURCHASE,,ORG
C00089136,,,"ALTRIA GROUP, INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",,CHAINBRIDGE ALTRIA OPERATING - 8733,MCLEAN,VA,22101,20,2015-03-27,STOP PAYMENT CHARGE,Administrative/Salary/Overhead Expenses,ORG
C00387126,"WESTMORELAND, LYNN A.",REP,WESTMORELAND FOR CONGRESS,REP,CARD SERVICES,COLUMBUS,GA,319022181,42.78,2015-05-26,CREDIT CARD FEES,Administrative/Salary/Overhead Expenses,ORG
C00532465,"ROUNDS, MIKE",REP,ROUNDS FOR SENATE,REP,"ARISTOTLE, INC.",WASHINGTON,DC,200031164,1755,2015-04-22,COMPLIANCE SERVICES SOFTWARE - CREDIT CA,,
C00464297,"AYOTTE, KELLY A",REP,FRIENDS OF KELLY AYOTTE INC,,COMCAST,NEWARK,NJ,071011577,235.33,2015-01-07,PHONE/INTERNET/CABLE SERVICE,Administrative/Salary/Overhead Expenses,
C00273169,"MALONEY, CAROLYN B.",DEM,MALONEY FOR CONGRESS,DEM,ACTBLUE,CAMBRIDGE,MA,02238,14,2015-06-14,MERCHANT DISCOUNT,Administrative/Salary/Overhead Expenses,PAC
C00572339,"O'CONNOR, SHAWN PATRICK",DEM,SHAWN FOR NEW HAMPSHIRE,DEM,LIBERTY SQUARE GROUP,BOSTON,MA,021094811,7500,2015-04-29,FUNDRAISING CONSULTING,Solicitation and Fundraising Expenses,ORG
C00193433,,,EMILY'S LIST,,STARBUCKS,WASHINGTON,DC,20005,4.9,2015-06-22,TRAVEL/ACCOMMODATION /MEALS,,ORG
C00003418,,,REPUBLICAN NATIONAL COMMITTEE,REP,"STRACNER, JAMES L",WASHINGTON,DC,20003,1961.96,2015-01-30,PAYROLL,,IND
C00309567,,,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM,RING CENTRAL,SAN MATEO,CA,94404,0,2015-03-07,TELEPHONE (SEE AMERICAN EXPRESS),,ORG
C00191247,,,ALASKA DEMOCRATIC PARTY,DEM,MICROSOFT CORPORATION,REDMOND,WA,980528300,131.47,2015-06-04,WEB / EMAIL SERVICES,,ORG
C00224717,,,PHILIP A. HART DEMOCRATIC CLUB,DEM,"DAIOWD, HANAA",WARREN,MI,48098,150,2015-01-09,BINGO PRIZE,,IND
C00499988,"COTTON, THOMAS",REP,COTTON FOR SENATE,REP,BEL AIR,SACRAMENTO,CA,95831,94.9,2015-01-21,CREDIT CARD PAYMENT: MEETING EXPENSE MEA,,
C00466854,"FINCHER, STEVE MR.",REP,STEVE FINCHER FOR CONGRESS,REP,CMDI,VIENNA,VA,22182,71.43,2015-04-02,DATABASE MANAGEMENT,Solicitation and Fundraising Expenses,ORG
C00413914,"GILLIBRAND, KIRSTEN ELIZABETH",DEM,GILLIBRAND FOR SENATE,DEM,AMTRAK,WASHINGTON,DC,200024285,292,2015-02-20,TRAVEL,Travel Expenses,
C00358952,"ISRAEL, STEVE J.",DEM,STEVE ISRAEL FOR CONGRESS COMMITTEE,DEM,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034071,3061.4,2015-04-06,CATERING,,ORG
C00435370,"POLIS, JARED",DEM,FRIENDS OF JARED POLIS COMMITTEE,DEM,SOUTHWEST AIRLINES,DALLAS,TX,752351647,301.1,2015-02-02,CAMPAIGN TRAVEL - AIRLINE TICKETS,,ORG
C00191247,,,ALASKA DEMOCRATIC PARTY,DEM,"BROWN, KAY",ANCHORAGE,AK,99508,2820.58,2015-03-24,WAGES,,IND
C00193433,,,EMILY'S LIST,,GOOGLE ADWORDS,MOUNTAIN VIEW,CA,94043,500,2015-05-21,ONLINE ADVERTISING,,ORG
C00532465,"ROUNDS, MIKE",REP,ROUNDS FOR SENATE,REP,W. MILLAR CO. CATERING,WASHINGTON,DC,200053610,690.92,2015-01-20,FUNDRAISING CATERING - CREDIT CARD - DEC,,
C00219881,"LOWEY, NITA M",DEM,NITA LOWEY FOR CONGRESS,DEM,BETA PARKING,NEW YORK,NY,10017,200.01,2015-01-02,MONTHLY PARKING,,ORG
C00461061,"BERA, AMERISH",DEM,AMI BERA FOR CONGRESS,DEM,NVB CARDMEMBER SERVICES,REDDING,CA,960011911,14.82,2015-01-09,BANK FEE,,ORG
C00577981,"HUCKABEE, MIKE",REP,"HUCKABEE FOR PRESIDENT, INC.",REP,LITTLE ROCK MARRIOTT,LITTLE ROCK,AR,72201,220.6,2015-06-18,TRAVEL,,ORG
C00378125,"DEAN, HOWARD",DEM,DEAN FOR AMERICA,DEM,"WALLACE W. TAPIA, PC",BURLINGTON,VT,05401,595,2015-04-06,ACCOUNTING SERVICES,,ORG
C00458000,,,PROGRESSIVE CHANGE CAMPAIGN COMMITTEE,,EAGLE BANK,WASHINGTON,DC,20009,1258.74,2015-06-03,EAGLE BANK CREDIT CARD,,ORG
C00326629,"KLINE, JOHN PAUL JR",REP,KLINE FOR CONGRESS,REP,GOOD STUFF EATERY,WASHINGTON,DC,20003,9.98,2015-04-15,FOOD AND BEVERAGE,Administrative/Salary/Overhead Expenses,ORG
C00326264,"SANCHEZ, LORETTA",DEM,COMMITTEE TO RE-ELECT LORETTA SANCHEZ,DEM,PAYCHEX INC,GLENDALE,CA,912033338,460.94,2015-01-30,PAYROLL TAXES,,ORG
C00040857,,,OAKLAND COUNTY DEMOCRATIC PARTY,DEM,"FRANKEL, MARY",DETROIT,MI,48205,75,2015-01-10,VOUCHER PRIZE PAYOUTS,,IND
C00472365,"YODER, KEVIN",REP,"YODER FOR CONGRESS, INC",REP,FEDEX OFFICE MASTER,OVERLAND PARK,KS,662101834,124.45,2014-12-08,SHIPPING,,ORG
C00359034,"GRAVES, SAMUEL B JR 'SAM'",REP,GRAVES FOR CONGRESS,REP,ENTERPRISE RENT-A-CAR,ORLANDO,FL,328224906,788.31,2015-04-26,TRAVEL EXPENSE: RENTAL CAR,,ORG
C00031088,,,WASHINGTON STATE REPUBLICAN PARTY,REP,PIRYX,SAN FRANCISCO,CA,941053718,5.75,2015-01-21,CREDIT CARD PROCESSING FEES,,ORG
C00488304,,,AMERICAN LEGACY POLITICAL ACTION COMMITTEE,,BANK OF AMERICA,HAGERSTOWN,MD,21741,98.8,2015-01-05,MERCHANT FEES,,ORG
C00309567,,,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM,EYE STREET,LEESBURG,VA,20175,0.15,2015-02-08,WEB SITE SERVICES (SEE AMERICAN EXPRESS),,ORG
C00196774,"MARKEY, EDWARD JOHN MR",DEM,MARKEY COMMITTEE; THE,DEM,"WELL & LIGHTHOUSE, LLC",WASHINGTON,DC,200366618,5235.13,2015-06-09,WEB DESIGN & HOSTING,,
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,DELTA AIRLINES,ATLANTA,GA,303541989,623.4,2015-05-23,TRAVEL,,ORG
C00501254,"LUJAN GRISHAM, MICHELLE",DEM,FRIENDS OF MICHELLE,DEM,JEAN-JOSEPH WILLIAMSON TAXI CAB,MIAMI,FL,33138,48.84,2015-03-06,TRAVEL - TAXI FARE,,ORG
C00027466,,,NRSC,REP,RENAISSANCE CHICAGO,CHICAGO,IL,60601,19.89,2015-04-06,TRAVEL,,
C00041566,,,AMERICAN SOCIETY OF ASSOCIATION EXECUTIVES APAC,,"WELLS FARGO BANK, N.A.",SAN FRANCISCO,CA,94163,106.46,2015-04-13,BANK CHARGES,,ORG
C00573212,"STRICKLAND, TED",DEM,STRICKLAND FOR SENATE,DEM,T-MOBILE,CINCINNATI,OH,452742596,193.48,2015-04-29,TELECOMMUNICATIONS,,
C00386755,"PRICE, THOMAS EDMUNDS",REP,PRICE FOR CONGRESS,REP,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,556.28,2015-04-17,MEETING EXPENSE,Administrative/Salary/Overhead Expenses,ORG
C00511568,"DESANTIS, RONALD D",REP,RON DESANTIS FOR FLORIDA,REP,"PIRYX, INC",SAN FRANCISCO,CA,94105,318.75,2015-03-31,CREDIT CARD PROCESSING FEE,,ORG
C00366401,"PRYOR, MARK LUNSFORD",DEM,MARK PRYOR FOR US SENATE,,UPS,CAROL STREAM,IL,601320577,7.75,2015-01-28,SHIPPING,,
C00471896,"ELLMERS, RENEE JACISIN",REP,RENEE ELLMERS FOR CONGRESS COMMITTEE,REP,O3 STRATEGIES,RALEIGH,NC,27611,75,2015-01-21,WEB HOSTING SERVICES,Administrative/Salary/Overhead Expenses,ORG
C00514513,"PITTENGER, ROBERT M. HON.",REP,PITTENGER FOR CONGRESS LLC,REP,ADP INC,AUGUSTA,GA,30909,58.3,2015-06-12,PAYROLL PROCESSING,,ORG
C00424713,"GRAYSON, ALAN MARK",DEM,COMMITTEE TO ELECT ALAN GRAYSON,DEM,CHASE CARD SERVICES,PALATINE,IL,600944014,88.3,2015-04-23,CREDIT CARD INTEREST,Administrative/Salary/Overhead Expenses,ORG
C00075820,,,NRCC,REP,CISCO SYSTEMS,SAN JOSE,CA,95134,49,2015-04-02,WEB SERVICE,,ORG
C00547240,"MOULTON, SETH",DEM,MOULTON FOR CONGRESS,DEM,"MIGLIORE, JENNIFER",SAUGUS,MA,01906,821.12,2015-01-15,PAYROLL,,IND
C00374058,"GRIJALVA, RAUL M",DEM,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,DEM,"LINDNER, DAN",WASHINGTON,DC,200026097,500,2015-01-31,DIGITAL MEDIA CONSULTING SERVICES,,IND
C00042366,,,DSCC,DEM,US AIRWAYS,PHOENIX,AZ,85034,837.1,2015-01-26,TRAVEL EXPENSES,,
C00430991,"MEEKS, GREGORY W.",DEM,FRIENDS FOR GREGORY MEEKS,DEM,ITUNES,CUPERTINO,CA,95014,50.78,2015-05-06,SUBSCRIPTION,,ORG
C00480814,"FRANKEN, AL",DFL,FRANKEN MVPS,,AMERICAN AIRLINES,DALLAS,TX,752619616,1112.2,2015-04-29,TRAVEL,,ORG
C00494617,"RUBIO, MARCO",REP,RUBIO VICTORY COMMITTEE,,MCDONALDS,LIVE OAK,FL,32055,1.07,2014-12-06,CARPINO REIMBURSEMENT: TRAVEL: MEAL,,ORG
C00394866,"BOUSTANY, CHARLES W. DR. JR.",REP,"CHARLES BOUSTANY JR. MD FOR CONGRESS, INC.",REP,UNITED STATES POSTAL SERVICE,LAFAYETTE,LA,70505,200.64,2015-02-11,POSTAGE,Solicitation and Fundraising Expenses,ORG
C00575795,"CLINTON, HILLARY RODHAM",DEM,HILLARY FOR AMERICA,DEM,"CARMON, YAHEL",NEW YORK,NY,101855256,2638.45,2015-05-29,PAYROLL,,IND
C00461046,"TOOMEY, PATRICK JOSEPH",REP,FRIENDS OF PAT TOOMEY,REP,BB&T,WASHINGTON,DC,200061152,361.96,2015-04-21,BANK FEES,,
C00575886,,,KATCHO FOR CONGRESS,REP,"SLOCO DATA, INC.",GROVER BEACH,CA,93433,588.6,2015-05-29,SUPPLIES,Administrative/Salary/Overhead Expenses,ORG
C00368522,"WILSON, JOE THE HON.",REP,JOE WILSON FOR CONGRESS COMMITTEE,REP,ADP,NOTTINGHAM,MD,212364907,369.25,2015-06-01,PAYROLL TAXES,Administrative/Salary/Overhead Expenses,ORG
C00226522,"NEAL, RICHARD E MR.",DEM,RICHARD E NEAL FOR CONGRESS COMMITTEE,DEM,U.S. POSTMASTER BETHESDA MD,BETHESDA,MD,20875,342,2015-01-13,POST OFFICA BOX RENTAL,Administrative/Salary/Overhead Expenses,ORG
C00458000,,,PROGRESSIVE CHANGE CAMPAIGN COMMITTEE,,"RETIREMENT PLAN CONSULTANTS, LLC",NORFOLK,NE,68701,2752.2,2015-03-03,401K CONTRIBUTION EXPENSE,,ORG
C00010603,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,DEM,YELLOW CAB,AUSTIN,TX,78753,30.1,2015-04-14,TRAVEL,,ORG
C00436022,,,MODERATE DEMOCRATS PAC,,MANDATE MEDIA,PORTLAND,OR,972322113,650,2015-02-05,MEDIA CONSULTANT,,ORG
C00503185,"KHANNA, ROHIT",DEM,RO FOR CONGRESS INC.,DEM,DELTA AIRLINES,ATLANTA,GA,303541989,351.2,2015-05-11,TRAVEL,,ORG
C00460063,"LONG, BILLY MR.",REP,BILLY LONG FOR CONGRESS,REP,FACEBOOK.COM,MENLO PARK,CA,940251452,65.85,2015-02-28,CAMPAIGN SOFTWARE,Administrative/Salary/Overhead Expenses,ORG
C00536680,"HUFFMAN, JARED",DEM,HUFFMAN FOR CONGRESS 2014,DEM,BISTRO BIS,WASHINGTON,DC,20001,885.88,2015-06-28,FOOD,Travel Expenses,ORG
C00494203,"ESTY, ELIZABETH",DEM,FRIENDS OF ELIZABETH ESTY,DEM,PAYCHEX,ROCHESTER,NY,14625,1457.78,2015-03-31,PAYROLL TAXES,,ORG
C00147512,,,CONGRESSIONAL BLACK CAUCUS PAC,,"BRANCH, BENJAMIN",ALEXANDRIA,VA,223051586,7916.67,2015-04-10,ADMINISTRATIVE & MANAGERIAL CONSULTING SERVICES,,IND
C00575050,"LAHOOD, DARIN MCKAY",REP,LAHOOD FOR CONGRESS,REP,COLEMAN PRINTING,PEORIA HEIGHTS,IL,616167785,124.95,2015-04-06,32-BUSINESS CARDS,,ORG
C00000935,,,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,DEM,"COLOROSO, CHRISTINA",WASHINGTON,DC,20002,6499.34,2015-05-22,PAYROLL,Administrative/Salary/Overhead Expenses,IND
C00577130,"SANDERS, BERNARD",DEM,BERNIE 2016,,STRIPE.COM,SAN FRANCISCO,CA,941102043,299.23,2015-06-22,MERCHANT FEES,,ORG
C00390724,"WALBERG, TIMOTHY L HON.",REP,WALBERG FOR CONGRESS,REP,TLC COMMUNITY CREDIT UNION - VISA,MADISON,WI,53707,840.75,2015-04-14,CREDIT CARD,Administrative/Salary/Overhead Expenses,ORG
C00386532,"GOHMERT, LOUIS B. MR. JR.",REP,LOUIE GOHMERT FOR CONGRESS COMMITTEE,REP,CAPITOL HILL CLUB,WASHINGTON,DC,20003,331.78,2015-04-02,MEALS,Travel Expenses,ORG
C00545616,"YOUNG, DAVID",REP,"YOUNG FOR IOWA, INC.",REP,"CROWLEY, STEPHANIE",WEST DES MOINES,IA,502655260,7500,2015-04-10,DEBT REPAYMENT: ELECTION SUCCESS FEE,,IND
C00040857,,,OAKLAND COUNTY DEMOCRATIC PARTY,DEM,"WILLIAMS, CARRIE",DETROIT,MI,482051239,750,2015-01-22,VOUCHER PRIZE PAYOUTS,,IND
C00433730,"JENKINS, LYNN",REP,LYNN JENKINS FOR CONGRESS,REP,CAPITOL PLAZA HOTEL,TOPEKA,KS,666121410,1613.59,2015-02-02,HOTEL ROOMS,Administrative/Salary/Overhead Expenses,ORG
C00247403,,,NORPAC,,BRAINTREE,NEW YORK,NY,10014,936.86,2015-04-30,BRAINTREE CARD PROCESSING FEES,Administrative/Salary/Overhead Expenses,ORG
C00546499,"BOST, MICHAEL",REP,MIKE BOST FOR CONGRESS COMMITTEE,REP,CAPITAL ONE,CAROL STREAM,IL,601976492,6336.76,2015-06-15,SEE MEMO ENTRIES,,ORG
C00003418,,,REPUBLICAN NATIONAL COMMITTEE,REP,POSTUP DIGITAL LLC,DALLAS,TX,75267,18773.55,2015-01-14,DATA SERVICES,,ORG
C00007658,,,DEMOCRATIC PARTY OF SOUTH CAROLINA,DEM,"NELSON, ISAIAH",COLUMBIA,SC,29201,1568.33,2015-01-29,PAYROLL,,IND
C00520080,,,FRIENDS OF DEMOCRACY,,SUNTRUST BANK,ORLANDO,FL,328622227,39.9,2015-01-05,BANK FEE,Solicitation and Fundraising Expenses,ORG
C00027466,,,NRSC,REP,"KONE, INC.",MOLINE,IL,612660429,1536.94,2015-02-19,MAINTENANCE,,
C00570960,"FRANKEN, AL",DFL,AL FRANKEN FOR SENATE,DEM,USPS,MINNEAPOLIS,MN,554012002,18.11,2015-03-23,POSTAGE,,
C00042366,,,DSCC,DEM,SOUNDPATH CONFERENCING SERVICE,ATLANTA,GA,30384,2977.65,2015-01-09,TELEPHONE,,
C00075820,,,NRCC,REP,INSPERITY,KINGWOOD,TX,77339,434.65,2015-05-13,PAYROLL SVC,,ORG
C00390831,,,JOHN S FUND,,"VALENTE, MARK III",WASHINGTON,DC,200355796,1400,2015-03-31,IN-KIND:CATERING FOR PAC FUNDRAISER,,IND
C00503110,"PETERS, SCOTT",DEM,SCOTT PETERS FOR CONGRESS,DEM,ACTBLUE TECHNICAL SERVICES,SOMERVILLE,MA,02144,427.74,2015-03-31,CREDIT CARD PROCESSING FEES,,ORG
C00436386,"BARRASSO, JOHN A",REP,FRIENDS OF JOHN BARRASSO,REP,SENATE CATERING,WASHINGTON,DC,20001,736.5,2015-06-15,MEALS,,
C00555813,"RICE, KATHLEEN",DEM,KATHLEEN RICE FOR CONGRESS,DEM,DCANTER A WINE BOUTIQUE,WASHINGTON,DC,200032897,375,2015-06-25,EVENT SUPPLIES,,ORG
C00309567,,,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,DEM,LIBERTY PETROLEUM,CHARLOTTESVILLE,VA,22902,12.19,2015-05-13,MEETING REFRESHMENTS (SEE CAPITAL ONE),,ORG
C00343871,"SCHIFF, ADAM",DEM,SCHIFF FOR CONGRESS,DEM,ANTHEM BLUE CROSS,LOS ANGELES,CA,900540010,1518,2015-05-26,HEALTH INSURANCE,,ORG
C00458844,"RUBIO, MARCO",REP,MARCO RUBIO FOR PRESIDENT,REP,A-LIST EVENTS,CORAL GABLES,FL,33134,10111.38,2015-04-20,EVENT PRODUCTION,,ORG
C00303339,,,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",,GRAND VALLEY CONSULTING LLC,ALEXANDRIA,VA,22305,3150,2015-03-04,FUNDRAISING CONSULTING SERVICES,Administrative/Salary/Overhead Expenses,ORG
C00376939,"BLACKBURN, MARSHA MRS.",REP,"MARSHA BLACKBURN FOR CONGRESS, INC.",REP,RT'S RESTAURANT,ALEXANDRIA,VA,223052409,566.68,2015-02-23,FOOD & BEVERAGE,Campaign Event Expenses,ORG
C00430579,,,BRAVE PAC,,CASE LOVE LLC,ATLANTA,GA,30308,1260.96,2015-05-26,PHOTOGRAPHER,,ORG
C00434191,"HIMES, JIM",DEM,HIMES FOR CONGRESS,DEM,PAYCHEX,ROCHESTER,NY,146252311,2041.73,2015-01-16,PAYROLL - TAXES,,ORG
C00401224,,,ACTBLUE,,"HILL, ERIN",CAMBRIDGE,MA,02139,3347.17,2015-06-05,SALARY,,IND
C00559914,"STOKES, STEVE",IND,STEVE STOKES FOR CONGRESS,IND,BANK OF AMERICA,LOS ANGELES,CA,90027,29.95,2015-03-02,BANK SERVICE CHARGE,Administrative/Salary/Overhead Expenses,ORG
C00075820,,,NRCC,REP,BULLFEATHERS,WASHINGTON,DC,20003,75.12,2015-01-05,FOOD & BEVERAGE,,ORG
C00571919,"HARRIS, KAMALA D",DEM,KAMALA HARRIS FOR SENATE,DEM,FEDEX,LOS ANGELES,CA,900172680,20.25,2015-03-23,SHIPPING,Administrative/Salary/Overhead Expenses,
C00264101,"BECERRA, XAVIER",DEM,BECERRA FOR CONGRESS,DEM,ATHENA PARKING,LOS ANGELES,CA,90017,6,2015-06-30,PARKING,,ORG
C00563981,,,FORWARD MASSACHUSETTS,,CAMBRIDGE INNOVATIONS,CAMBRIDGE,MA,02142,350,2015-02-02,RENT,,ORG
C00531764,,,ANN PAC,,US AIRWAYS,PHOENIX,AZ,850343802,-385.1,2015-02-09,AIRLINE CREDIT,,ORG
C00376939,"BLACKBURN, MARSHA MRS.",REP,"MARSHA BLACKBURN FOR CONGRESS, INC.",REP,"FEC FINANCIAL, INC.",POTOMAC FALLS,VA,201651374,1400.93,2015-03-17,BOOKKEEPING AND FEC FILING SERVICES,Administrative/Salary/Overhead Expenses,ORG
